County;Income_Ratio;Single_Parent_Households;Association_Rate;Violent_Crime_Rate;Injury_Death_Rate;Presence_of_violation;Severe_Housing_Problems;Drive_Alone
DeKalb_Tennessee;4.6352452552;33.004333173;8.7805381953;303.10880829;118.76852531;Yes;10.621387283;80.888324873
Dickson_Tennessee;4.4570927366;26.166210954;9.009009009;497.12371446;112.68656426;No;12.530315279;81.809600863
Dyer_Tennessee;4.4715237481;37.751506195;13.790177151;771.41430336;66.063463205;No;10.616208975;89.084418838
Fayette_Tennessee;5.1413245402;32.281187123;10.608739581;258.37810182;75.321132667;No;12.394745706;86.371261642
Fentress_Tennessee;4.4716496736;22.785808147;7.7635446127;167.28002676;76.794657763;Yes;12.936344969;80.363468351
Franklin_Tennessee;4.6352745942;30.570315267;12.949640288;381.55956435;93.569733567;No;11.564417178;82.103448276
Gibson_Tennessee;4.6087294105;39.94474213;18.623104795;553.35248655;88.721438989;No;14.832904884;89.25729443
Giles_Tennessee;4.2079746501;31.351172778;10.918893097;311.2177481;112.21799206;Yes;10.402833112;84.126719466
Grainger_Tennessee;3.7927918833;25.454925748;8.6685159501;210.36946137;83.749171232;No;12.569832402;79.180363796
Greene_Tennessee;4.3730764781;33.576697275;10.930554543;317.16799673;98.655886517;Yes;11.831789024;86.097479984
Grundy_Tennessee;4.8643515575;39.686248331;9.709462992;402.02501489;135.59018983;Yes;14.367816092;82.361516035
Hamblen_Tennessee;4.8656636854;32.542773682;13.953123775;475.8715777;98.24481853;Yes;16.019615856;84.303679553
Hamilton_Tennessee;4.9120348452;32.925806713;14.032616049;662.6181939;72.292879772;No;15.214201878;82.693214887
Hancock_Tennessee;4.9564821144;31.948640483;3.0409001064;121.34081602;142.05833459;No;9.4373865699;81.524249423
Hardeman_Tennessee;4.5148471064;54.391619662;15.33320228;626.11460029;71.395312743;No;17.344018317;83.784786642
Hardin_Tennessee;4.8029431357;33.602706258;14.798084038;521.30596799;127.72380694;No;14.741641337;82.860114405
Hawkins_Tennessee;4.3643065216;39.501626991;8.8397008645;275.32893866;95.396921859;Yes;11.914526225;89.033386929
Haywood_Tennessee;5.7124046087;48.87667304;23.525457906;1088.4051533;60.094816266;No;17.90299572;88.748851254
Henderson_Tennessee;4.5961216184;36.795252226;8.266839192;446.26982434;83.783880554;No;12.118408881;85.8125
Henry_Tennessee;4.4283023311;35.994043187;17.641597029;334.07918454;112.19865981;No;11.766889384;85.95829992
Hickman_Tennessee;4.5162115533;33.30814283;3.7044659395;383.236494;103.13244334;Yes;14.823261117;79.438261791
Houston_Tennessee;4.0261351052;29.761904762;13.523481682;219.96822681;109.60906102;Yes;14.637904468;82.130584192
Humphreys_Tennessee;4.5892857143;29.785002622;14.716302393;259.24598031;134.65580662;No;10.456140351;86.14084507
Jackson_Tennessee;4.4444748359;32.167832168;1.7292062943;169.49152542;100.28182651;Yes;14.459161148;87.506322711
Jefferson_Tennessee;4.376332304;26.284916201;10.273652751;247.17680689;69.334800418;No;13.211382114;78.331257783
Johnson_Tennessee;4.6840196288;25.79787234;15.771093838;627.67954717;96.508848515;No;15.834522111;84.484935955
Knox_Tennessee;4.9218087831;30.484256198;11.992142625;505.64787656;91.532594178;Yes;14.137110607;83.885672046
Lake_Tennessee;6.3198635976;52.398871119;11.904761905;209.75353959;79.018068798;No;11.004784689;81.878088962
Lauderdale_Tennessee;4.8200689702;50.640604468;6.3496806484;680.64551542;96.899224806;No;20.153061224;89.509859155
Lawrence_Tennessee;4.3849143758;28.529853549;12.070286205;462.40047184;78.29164811;No;14.126047811;85.407698151
Lewis_Tennessee;4.1039322774;33.685033216;10.920698925;484.39408618;119.00771036;No;8.8110403397;72.612270715
Lincoln_Tennessee;4.3068252007;36.106623586;8.916629514;463.13422014;93.819213937;Yes;13.558079883;84.695060119
Loudon_Tennessee;3.967829794;28.233187425;12.826991099;221.17211478;101.18966225;No;11.469265367;83.679614574
McMinn_Tennessee;4.9001050225;30.90957875;15.326395459;515.0377726;97.595060247;No;14.814814815;85.176980259
McNairy_Tennessee;4.6651689783;36.738978307;11.181800655;372.85607755;115.02009018;No;14.083080041;86.767895879
Macon_Tennessee;4.5367941712;28.712871287;4.6908315565;287.6546414;118.54651662;No;14.850367024;83.382476832
Madison_Tennessee;5.1223293309;43.86951631;16.178081771;833.77421455;74.311950954;No;16.98626411;85.759583531
Marion_Tennessee;4.9036579083;34.467158177;8.7885818744;287.61837952;90.052694897;Yes;14.229934924;84.940677966
Marshall_Tennessee;3.92995223;36.321319324;10.026633245;512.26745754;87.533139795;No;12.406015038;88.409663554
Maury_Tennessee;4.1186218927;33.758336603;11.891399295;452.90793366;76.734437368;No;14.230709995;85.728196549
Meigs_Tennessee;4.5168539326;31.852791878;12.494793836;430.02512028;123.20051305;No;16.991341991;83.945610687
Monroe_Tennessee;4.4479523191;33.047997554;10.441592343;475.13981125;100.6657067;No;14.858970631;86.765438247
Montgomery_Tennessee;3.7429001466;31.06026764;6.9482052173;565.56123972;72.134720673;No;14.290027931;86.809156157
Moore_Tennessee;3.7986779316;22.990353698;7.9076387791;110.93502377;82.151094821;No;10.183299389;91.145645103
Morgan_Tennessee;4.3828945882;32.203389831;8.8150691287;193.76715647;103.45177946;No;13.500678426;82.338416848
Obion_Tennessee;4.8345892992;38.827400538;17.332722873;436.12693247;67.025000976;No;13.225424398;87.600552531
Overton_Tennessee;4.6406633114;27.198077308;9.069883452;216.87073601;102.45251371;No;11.523327712;87.591580416
Perry_Tennessee;5.3809889435;22.389791183;7.5339025615;253.08446694;141.56070679;Yes;16.434108527;74.732415902
Pickett_Tennessee;4.2799000792;25.462459195;9.7238428627;204.45915685;82.11143695;Yes;8.9887640449;85.84280303
Polk_Tennessee;4.4337935777;26.892488954;15.502027188;224.12144394;114.6652015;No;13.120830245;85.255540479
Putnam_Tennessee;5.4257277251;35.433969441;11.457770871;396.88135866;80.351631511;Yes;17.311574697;87.612907245
Rhea_Tennessee;5.0957032457;38.382472275;11.713211269;279.73096912;92.130235301;No;11.956954962;79.853764779
Roane_Tennessee;4.9891643408;21.944444444;13.617278814;334.03330566;127.05231076;Yes;14.439113548;86.502420553
Robertson_Tennessee;3.6043394338;30.599704579;10.988216584;426.09483716;82.417422402;No;13.027597403;83.104965823
Rutherford_Tennessee;3.6494432671;28.44468415;6.7153066819;491.58465148;57.900003682;Yes;14.245976555;84.561111584
Scott_Tennessee;5.2289650902;38.642447419;5.9233608238;230.02118017;104.65200932;Yes;14.199759326;83.797437161
Sequatchie_Tennessee;4.4397001142;28.ápr;4.698932671;389.13116404;92.104728494;No;14.514692787;83.672770837
Sevier_Tennessee;3.7982256381;32.871117386;10.447591365;311.17898786;91.243733518;No;14.612556176;77.437057611
Shelby_Tennessee;5.4478882118;51.111101673;9.0840709906;1346.1547646;81.529025464;No;20.668154655;83.279764738
Smith_Tennessee;4.1518195124;29.640193067;6.170617576;236.7387289;111.96234748;No;12.098930481;86.469523235
Stewart_Tennessee;3.8696289063;33.180049522;9.1033227128;439.1562195;93.321492542;Yes;14.035087719;82.369038311
Sullivan_Tennessee;4.5659623673;34.791544334;14.872308782;484.19744035;88.363778246;No;12.006925625;85.984071068
Sumner_Tennessee;3.8952816146;30.314700184;8.6636343946;248.55705793;73.082907111;No;12.110532639;83.920187793
Tipton_Tennessee;4.4143785978;34.571890145;10.439945843;668.40495007;86.109414196;No;12.630359212;86.24730751
Trousdale_Tennessee;4.105407658;39.49624866;8.4633055253;496.38705624;92.360157249;No;15.384615385;78.047479328
Unicoi_Tennessee;4.452760052;31.995206711;16.366612111;251.01801752;116.35322153;No;12.987886945;80.764740222
Union_Tennessee;4.0228982663;28.65911237;4.7021943574;295.27044683;125.10947079;No;14.04109589;85.376827897
Van Buren_Tennessee;3.7035756618;15.188679245;3.5155563368;274.11795915;95.325518994;Yes;9.9762470309;83.258325833
Warren_Tennessee;4.6443170489;35.681147195;11.10672327;457.57226294;99.237853287;No;10.312899106;84.472638881
Washington_Tennessee;4.6697593961;33.182300596;13.1826742;332.36098666;78.78914194;Yes;14.171732523;85.714533773
Wayne_Tennessee;5.0477808741;26.635514019;8.3767127386;296.9738366;89.396395537;Yes;12.57334451;82.324371206
Weakley_Tennessee;4.5269464796;35.671008785;16.116035455;203.97681415;79.586386601;No;12.573099415;86.175514626
White_Tennessee;4.3210889206;26.24978526;9.7549994372;254.33308214;111.72172233;No;14.131551901;86.417849064
Williamson_Tennessee;4.1374014909;13.453219103;12.916063841;139.67044426;50.41638278;No;10.312320092;80.885443782
Wilson_Tennessee;3.9047696196;24.80992917;10.016493324;302.56300142;78.239381522;No;12.890186391;83.522901441
Anderson_Texas;4.308513916;32.531736099;11.431738664;416.60892461;77.957175525;Yes;15.446668659;85.067105193
Andrews_Texas;4.7655152331;21.944089165;8.4459459459;493.88847502;86.498298487;Yes;14.429223744;79.845251466
Angelina_Texas;4.5612474491;38.399399665;11.162875466;311.67123784;69.241667084;Yes;16.135360471;82.94967276
Aransas_Texas;5.3273738371;29.309596179;8.5533221881;476.54828759;100.81685467;No;15.599173554;81.396048541
Archer_Texas;4.2675384615;18.93153527;12.639319775;201.65162282;86.918730987;Yes;10.149253731;86.027014439
Armstrong_Texas;4.0109092093;20.143884892;26.652452026;152.82730515;124.9219238;No;9.0909090909;68.78251821
Atascosa_Texas;4.1950788035;37.018726592;8.1972252393;222.3809038;66.368010619;Yes;15.815164335;76.918790212
Austin_Texas;4.9081275105;24.542488296;12.097587203;237.77981589;72.075502489;Yes;12.77173913;81.575182592
Bailey_Texas;3.3454869208;21.827904716;16.710764517;160.18944143;78.891017694;No;20.292887029;69.587965991
Bandera_Texas;4.4130923628;34.140163242;11.021307862;137.71815268;65.488497413;Yes;10.856453559;80.174961579
Bastrop_Texas;4.0766852662;28.518337408;7.7357281859;406.70173732;86.087854397;Yes;14.535454724;80.678875042
Baylor_Texas;5.0786421328;22.751322751;21.639166892;236.01277246;121.53353221;No;7.5362318841;89.46251768
Bee_Texas;4.8649813951;36.507252621;7.3282442748;252.08688695;66.524666003;Yes;15.98173516;80.33589923
Bell_Texas;3.955069973;32.583520607;7.9315885797;411.0096789;58.600449747;Yes;14.807228367;80.978099198
Bexar_Texas;4.6999824423;37.500690005;5.7604164506;533.05881535;57.895094638;Yes;18.114021621;79.250521429
Blanco_Texas;3.9056797738;34.726368159;12.289325843;136.81762211;98.997426067;Yes;15.726290516;77.878971868
Borden_Texas;2.8086863905;18.292682927;0;466.2004662;124.97159736;Yes;5.3846153846;74.703557312
Bosque_Texas;4.2258180188;30.441478439;16.024755484;82.208239795;77.821876841;Yes;13.428571429;79.239606127
Bowie_Texas;5.0088098584;41.195848375;14.276582144;514.29637328;62.817425639;No;16.230366492;88.555331547
Brazoria_Texas;4.3328627451;24.164956959;6.7476954785;182.64601518;52.271952776;Yes;14.834236957;86.328008175
Brazos_Texas;6.0995891335;33.927310015;7.848759397;317.12946081;37.268821222;Yes;27.836447333;77.710557533
Brewster_Texas;4.6248240009;25;21.739130435;162.60162602;97.527145055;No;15.776397516;71.348588121
Briscoe_Texas;4.3271081221;37.987012987;20.352781547;0;92.592592593;Yes;10.37037037;79.802259887
Brooks_Texas;7.1586130985;63.073047859;8.3171610757;234.27272101;74.771531432;Yes;20.913461538;84.709351306
Brown_Texas;4.349907919;28.535353535;16.461550521;314.49865215;68.030080898;Yes;11.282437006;86.317679926
Burleson_Texas;4.54806744;32.619107638;14.63963964;173.87133521;88.987256569;Yes;13.75;81.638380329
Burnet_Texas;4.3598743011;34.603533279;13.407434639;247.74134894;82.278815185;Yes;13.931523022;76.426721906
Caldwell_Texas;4.3151024382;33.755049968;9.717936882;219.3145491;72.883784835;No;15.742971888;78.982730857
Calhoun_Texas;4.1732955648;34.939759036;11.381743683;512.48390599;65.014147445;Yes;15.759849906;82.698596898
Callahan_Texas;5.6202788873;25.14746973;15.918958032;88.394534271;76.066763213;Yes;15.071090047;84.676458912
Cameron_Texas;5.7040912043;37.593835522;5.0457791939;319.14504091;30.963810334;Yes;24.150460382;84.781092039
Camp_Texas;4.1813418217;31.292923261;12.434911013;337.24805586;89.85150856;No;15.011286682;80.74130684
Carson_Texas;4.0561525603;25.339673913;28.066699686;377.23195574;76.460224062;No;6.7102396514;86.203208556
Cass_Texas;4.6810495957;40.806451613;17.119341564;377.11291695;84.604605663;Yes;13.045337896;89.501223732
Castro_Texas;3.8107333923;25.994014536;14.343460686;108.86967659;61.571615485;No;13.febr;85.768500949
Chambers_Texas;5.4914266627;24.428870483;6.7670868944;348.25999948;72.24841156;Yes;11.405529954;88.867388281
Cherokee_Texas;4.745994832;34.185867896;10.257799799;394.90551214;73.863857248;Yes;17.230682459;80.127287977
Childress_Texas;4.5068308414;26.123595506;18.43448667;137.93286383;84.767313724;No;17.364016736;80.862207897
Clay_Texas;4.6588534569;27.78535698;14.715981556;130.17694422;84.914217342;Yes;11.097708082;84.501411101
Cochran_Texas;6.8008195404;33.53960396;20.818875781;202.80547575;88.816014211;Yes;17.475728155;71.646859083
Coke_Texas;4.9701823558;32.323232323;18.382352941;31.167212093;147.49262537;Yes;10.3125;84.337349398
Coleman_Texas;4.4341942032;35.570103655;26.128266033;211.47480691;68.78394725;Yes;12.775330396;87.813072694
Collin_Texas;3.9589539566;19.64492017;6.4496559651;156.70945363;39.510585901;No;13.108804055;81.315105416
Collingsworth_Texas;3.3491375574;29.308005427;26.525198939;162.12710765;112.11501682;Yes;11.711711712;86.336779911
Colorado_Texas;4.37060689;33.073929961;16.651600932;220.73466254;90.829126511;Yes;10.38536904;85.813111963
Comal_Texas;4.307442163;25.150368318;9.3480131762;274.37265223;60.740101914;No;13.606370876;80.70297399
Comanche_Texas;4.3623747913;25.759577279;13.349154554;230.31203566;85.722731304;Yes;15.91796875;80.555555556
Concho_Texas;5.1057105493;20.257826888;4.6739892498;12.307692308;86.119157598;Yes;6.1349693252;79.252704031
Cooke_Texas;4.0046597313;31.433601056;11.46029644;342.86604847;82.303264526;No;14.246575342;76.840017629
Coryell_Texas;3.8539391903;28.268335918;6.8285890261;229.36081282;57.581675759;Yes;12.230874943;72.789992907
Cottle_Texas;5.3242594075;30.673316708;14.265335235;280.0140007;207.68431983;Yes;6.2992125984;69.496855346
Crane_Texas;3.9323333333;31.353135314;8.281573499;108.97562909;102.70736617;No;15.909090909;78.510317061
Crockett_Texas;4.6464833421;26.646706587;24.489795918;132.2926313;70.012925463;No;12.195121951;80.034622043
Crosby_Texas;4.2385798155;44.87654321;21.695594126;83.073727934;67.208817797;No;15.753424658;85.152129817
Culberson_Texas;4.6305594925;47.826086957;9.0991810737;0;89.221984297;No;16.455696203;78.043704475
Dallam_Texas;3.1858482222;18.976449275;24.092970522;640.53470723;73.080923068;Yes;14.412416851;83.88680335
Dallas_Texas;4.6421564482;39.17013695;7.2893656815;479.58138792;53.987741229;Yes;21.961238199;78.359400636
Dawson_Texas;5.3304287208;32.298335467;18.305239875;433.75974121;64.539369015;Yes;7.8014184397;77.775441548
Deaf Smith_Texas;3.9110523444;32.318304172;11.683483802;310.11826544;60.006316454;No;14.608555287;84.984295724
Delta_Texas;4.3811446091;34.730538922;15.340364334;19.094901661;91.58208044;No;16.839378238;86.917844061
Denton_Texas;4.1301897168;22.728004022;5.9664094867;170.03344034;35.389038719;No;14.134680789;80.922671439
DeWitt_Texas;6.0586094723;37.003924989;14.857416727;537.75057016;62.090710648;Yes;13.101983003;85.029479621
Dickens_Texas;5.7224606581;24.430641822;32.051282051;316.52724395;108.03024847;No;10.795454545;66.485753053
Dimmit_Texas;5.1487567877;48.389076404;8.3379655364;84.992171774;66.447635572;No;19.74789916;80.292164675
Donley_Texas;4.8644614344;38.248175182;26.431718062;316.3646822;92.592592593;No;11.832061069;74.198146828
Duval_Texas;5.1789101203;51.542324247;3.5001750088;611.41653394;87.317942091;Yes;21.473951715;73.96049896
Eastland_Texas;4.3017930857;23.434991974;15.869541425;213.21347279;76.689637039;Yes;10.646108664;87.191470717
Ector_Texas;4.3374425727;34.645448264;8.1289453963;809.23472215;81.053228813;Yes;16.149007273;81.140381525
Edwards_Texas;4.9125023337;37.777777778;20.931449503;160.42780749;105.03098414;No;12.080536913;63.636363636
Ellis_Texas;3.9785455826;22.740122577;9.6736479148;141.78306882;51.64156854;Yes;14.405089735;82.017190787
El Paso_Texas;4.8058532793;36.749593217;4.8095398356;364.08938332;44.956727054;Yes;18.61060822;79.734372596
Erath_Texas;5.7900187754;27.878502472;12.002208406;151.06476293;62.085991543;Yes;22.203157172;81.83028109
Falls_Texas;5.707456107;34.924487594;13.894517455;161.95670137;62.547779554;Yes;14.391143911;78.006273963
Fannin_Texas;4.5715801148;27.966699591;13.810937087;144.69220752;91.401749017;No;15.114822547;81.684258486
Fayette_Texas;4.3743617645;19.533980583;20.279136347;260.83147499;73.491232975;Yes;11.506276151;85.335427026
Fisher_Texas;3.982763363;18.633540373;25.947067981;313.6434919;109.10224439;No;9.6096096096;81.279342723
Floyd_Texas;4.5460637373;30.25990099;25.350684468;467.65393609;70.347045424;No;15.527950311;81.022203603
Foard_Texas;4.0179686793;34.163701068;33.812341505;0;161.89088554;Yes;3.7623762376;84.327086882
Fort Bend_Texas;4.1443547042;21.301371937;4.9916558402;245.5656844;33.821535779;No;13.933750424;81.995129442
Franklin_Texas;5.2313718859;26.258714175;14.141604601;252.57249766;73.191329642;No;12.79342723;máj.82
Freestone_Texas;5.3214643139;34.241679696;12.73950265;154.98361239;67.108634644;No;12.288993923;82.90423648
Frio_Texas;5.6531357684;36.494515539;7.3855243722;237.49166111;51.093725052;No;21.689259645;84.597121235
Gaines_Texas;4.125193999;25.179754688;13.673210274;72.607095466;78.381718971;Yes;11.932324132;74.919334823
Galveston_Texas;5.5283176344;30.854762026;7.3763549878;289.42407265;64.752014092;Yes;15.755499934;80.939555106
Garza_Texas;3.2432833759;35.366931919;12.41850357;117.97090051;56.010206304;No;8.1699346405;71.470588235
Gillespie_Texas;4.628551166;29.509154655;16.590626296;50.219226238;73.072988378;Yes;17.966903073;72.54952627
Glasscock_Texas;7.0800999019;13.583815029;7.6103500761;0;68.212824011;No;6.976744186;77.744360902
Goliad_Texas;5.4227736661;36.549165121;13.30317946;211.16536888;85.052094408;No;10.416666667;76.005453306
Gonzales_Texas;4.6933219693;34.643245201;13.412531136;652.04217671;81.461654835;No;20;77.267080745
Gray_Texas;4.6587290063;28.487771271;16.721672167;497.27783255;82.149161904;No;14.363636364;85.677419355
Grayson_Texas;4.6294343462;33.896880882;11.931220026;272.67968658;68.967813435;Yes;15.09054326;77.961708289
Gregg_Texas;4.6556227792;38.897300025;13.899551497;454.1739309;72.070846452;Yes;17.821131083;85.298978917
Grimes_Texas;5.0514768381;40.601995747;7.5891727802;392.79450453;74.292040555;Yes;17.157134925;77.488335925
Guadalupe_Texas;3.8758300561;29.633703382;5.9897594435;195.42377148;49.563445175;Yes;12.699223539;84.961238101
Hale_Texas;4.2231709188;35.850860421;14.884861221;221.58864284;58.877517447;No;15.067303517;82.250453721
Hall_Texas;4.4370617469;35.763411279;22.30720204;268.90224612;84.206094416;Yes;10.822510823;82.636363636
Hamilton_Texas;5.2720675837;24.776119403;21.676300578;128.82908674;115.95883461;No;14.691943128;71.64305949
Hansford_Texas;4.260529598;17.737948084;18.057060311;220.0440088;115.69471058;No;13.45177665;86.14922813
Hardeman_Texas;5.1933802286;15.760266371;20.481310804;42.247570765;116.84616948;Yes;7.6452599388;76.988463874
Hardin_Texas;5.0272711557;26.818313532;12.250985405;157.30859298;81.322851721;Yes;11.778846154;86.72607095
Harris_Texas;5.01413718;36.058056509;5.3595611957;730.39482529;54.70062071;Yes;20.406394003;79.332433704
Harrison_Texas;4.535075787;32.227318759;11.27243214;346.65654965;76.609319404;Yes;12.274368231;87.535806096
Hartley_Texas;3.8389565217;10.933758978;17.400382808;364.16605972;50.301810865;No;11.299435028;83.972468043
Haskell_Texas;4.4438875962;45.91002045;22.883295195;120.57531651;86.781449597;Yes;11.159737418;79.472693032
Hays_Texas;4.6704491726;26.928272472;6.553528635;243.6988122;49.243648339;Yes;21.659061278;78.899636007
Hemphill_Texas;3.5638694712;26.490566038;21.797045289;324.22417786;86.726090099;No;8.8737201365;76.24602333
Henderson_Texas;4.4595553335;30.144341801;11.263939125;339.83740865;89.842524625;Yes;14.338482203;81.984393875
Hidalgo_Texas;5.6217816329;35.636941314;3.600665064;312.42608627;30.596134125;Yes;27.191768592;80.396289227
Hill_Texas;4.5842735722;29.470077102;11.973657953;170.7366065;89.481633467;Yes;16.434108527;79.912878522
Hockley_Texas;4.5179640719;29.526143791;14.1783029;447.63513514;84.68559404;Yes;11.681087763;78.569311333
Hood_Texas;4.6214215397;23.613013699;11.608069367;175.56179775;89.047837075;Yes;11.992355471;87.728621407
Hopkins_Texas;4.4423167849;30.898751115;11.263736264;146.7453;71.426593948;No;14.764595104;82.813119958
Houston_Texas;5.0384506644;40.970414201;12.745011866;213.53409941;78.800826533;Yes;17.402113114;85.52264577
Howard_Texas;4.2892885763;33.337520412;12.25890814;607.39104671;87.003151812;Yes;13.029897367;80.117705453
Hudspeth_Texas;4.9972819162;38.384955752;2.4673081668;105.13667768;137.37443118;Yes;19.072164948;78.858746492
Hunt_Texas;5.0982930225;29.495466171;11.947042021;365.20045447;77.327011278;Yes;17.953292248;81.071371547
Hutchinson_Texas;5.0669240669;33.351149118;19.060015806;482.77596178;94.259416701;No;11.091018686;85.262807718
Irion_Texas;5.2322183257;29.810298103;32.113037893;63.231109706;284.21512899;No;12.878787879;80.747922438
Jack_Texas;4.4137305806;25.64917859;14.867337603;218.72020638;103.91722767;No;10.396039604;85.603615236
Jackson_Texas;4.4981325458;25.357331922;12.105723317;208.34733517;75.860200488;Yes;13.698630137;81.096464949
Jasper_Texas;4.9735905704;28.195532686;14.026032316;339.83991012;85.995638391;Yes;11.657189277;80.477153255
Jeff Davis_Texas;4.1388875227;2.8328611898;31.818181818;206.46937371;87.604029785;No;9.2682926829;64.324917673
Jefferson_Texas;5.5419365741;42.690736725;11.779534237;707.34664315;68.037978422;Yes;16.808385475;89.521567568
Jim Hogg_Texas;5.9557078635;43.139757498;1.9432568986;76.643035064;65.264127764;Yes;10.946745562;77.339003645
Jim Wells_Texas;5.7256202407;38.923751397;8.0196359571;583.36560806;71.693269068;Yes;17.100506146;83.753588815
Johnson_Texas;3.8791372521;26.37046967;8.0233227581;186.77953098;58.176617734;No;12.722361926;85.499596089
Jones_Texas;5.1914976382;34.005416792;13.993702834;269.08084999;100.24359193;Yes;9.6539162113;76.909163987
Karnes_Texas;5.9051324415;42.502482622;13.766880818;261.58940397;67.636566184;Yes;16.009280742;82.572383073
Kaufman_Texas;4.1261885688;25.881907884;7.9425433038;234.13741049;62.877023311;Yes;14.991530209;83.028810356
Kendall_Texas;4.5216021471;18.639021797;8.6976962858;108.75879031;58.449085444;Yes;14.833948339;79.094957937
Kenedy_Texas;3.9902631417;15.853658537;0;977.99511002;50.330925837;Yes;13.793103448;97.206703911
Kent_Texas;4.8694974679;26.573426573;26.007802341;319.28480204;118.06375443;Yes;10.810810811;72.333333333
Kerr_Texas;4.0926688272;37.765628224;14.173656415;237.52266814;80.488743355;Yes;18.163918287;78.844868735
Kimble_Texas;4.3680967724;48.130277443;20.348179968;101.99456029;76.784101174;Yes;12.311557789;72.6062468
King_Texas;3.2391304348;8.2191780822;0;0;170.12063099;Yes;12.173913043;89.595375723
Kinney_Texas;5.4529347297;10.6685633;5.5710306407;26.198585276;61.124694377;No;8.3333333333;81.419166057
Kleberg_Texas;6.6691658174;38.410074774;9.4667087409;499.53168904;44.674880133;Yes;19.39477304;76.120052197
Knox_Texas;4.0632156259;23.73540856;26.274303731;221.38299258;84.206094416;Yes;10.452961672;77.309782609
Lamar_Texas;5.0310205476;40.841817093;16.46883975;386.24483069;78.702974972;No;15.243101183;81.424668041
Lamb_Texas;4.4728872301;35.658914729;17.325800377;341.47309907;84.797453101;Yes;11.099691675;82.187837352
Lampasas_Texas;4.2771628736;28.632115548;13.969171484;140.60894489;76.883399998;Yes;13.324450366;76.486053955
La Salle_Texas;4.2976522085;16.276124129;7.8812557467;84.911822338;71.673170343;No;19.289340102;88.545246277
Lavaca_Texas;4.7133672649;23.294117647;16.15427331;153.62530536;70.700643376;No;13.246753247;83.304862772
Lee_Texas;4.7057922584;31.955922865;12.899442979;252.50274782;91.117790453;Yes;12.677231026;76.843317972
Leon_Texas;4.5229280997;40.917383372;18.498179085;110.75248402;113.80835611;Yes;12.459283388;76.274875622
Liberty_Texas;4.6767428121;29.069365589;9.424263194;409.6518276;86.99130087;Yes;15.995260664;88.875022286
Limestone_Texas;4.3553561718;34.285173979;11.078915971;372.74265761;62.30529595;Yes;13.729128015;83.055555556
Lipscomb_Texas;4.2346722229;19.218585005;34.413535991;125.31328321;91.575091575;No;05.júl;85.297766749
Live Oak_Texas;4.9015380193;28.970775095;11.612475116;320.07878862;107.58561332;No;13.243243243;79.440559441
Llano_Texas;4.9145444516;30.407953377;15.224437678;141.33688061;97.685452842;Yes;12.593876372;72.107744108
Loving_Texas;2.6282953248;100;0;452.48868778;284.95676091;No;17.777777778;71.794871795
Lubbock_Texas;4.8116694151;37.562105263;9.1377825868;863.40364668;72.831502374;Yes;18.825553282;81.177906409
Lynn_Texas;5.7076250342;32.78902678;24.514095605;121.40455734;65.999722106;Yes;13.01369863;75.954198473
McCulloch_Texas;5.1931692558;33.045356371;18.355359765;47.741242466;75.611600283;Yes;17.011128776;82.811594203
McLennan_Texas;5.1083465399;37.570326114;11.857994466;422.89142211;55.294173133;Yes;18.825630978;82.439438553
McMullen_Texas;4.8633758668;17.647058824;12.437810945;123.07692308;69.453101348;No;17.857142857;78.212290503
Madison_Texas;4.865279458;27.352941176;9.2943447487;314.49912441;77.235539791;No;20.752427184;76.265520535
Marion_Texas;5.031466135;23.842469399;8.8696166355;645.19306541;130.03644961;No;14.44568869;83.708021094
Martin_Texas;4.0245357686;22.531939605;15.726017823;185.98884067;43.224551545;Yes;15.644171779;81.634272114
Mason_Texas;3.9594954128;45.088757396;26.757479932;73.072707344;106.98307722;Yes;14.868804665;74.868358066
Matagorda_Texas;5.7592604121;39.32125275;14.521203646;346.94349583;79.387519847;Yes;16.405082212;82.494220396
Maverick_Texas;5.8788901129;29.879347055;3.9871717084;179.26761348;38.037143794;No;25.046787274;77.021276596
Medina_Texas;5.0635357908;29.070999647;6.6960209403;210.66003282;52.662110846;Yes;14.09015025;80.666340029
Menard_Texas;4.629037629;27.146814404;28.261893547;256.6495567;110.44384621;No;11.052631579;68.982880161
Midland_Texas;4.4442747625;31.1959345;10.703410943;313.91817654;57.915373202;Yes;14.705882353;85.053577254
Milam_Texas;4.7895408871;39.606416405;16.485062925;230.36735366;84.649194205;No;14.606741573;80.828629247
Mills_Texas;4.9399264875;24.367385192;18.341145303;30.590394616;77.535196899;No;12.972972973;78.781827259
Mitchell_Texas;3.8691432904;42.220866382;12.614678899;173.52638143;78.242013726;No;7.0780399274;78.443551334
Montague_Texas;4.4537073171;24.649162517;16.99804265;166.30316249;89.566989931;Yes;14.330218069;83.040635816
Montgomery_Texas;4.7847195727;23.820490608;5.9870227237;175.15762311;53.787489097;Yes;15.285153544;82.070364532
Moore_Texas;3.4784296492;31.201860195;13.110307414;208.61167757;65.00483022;No;18.129079043;75.004755564
Morris_Texas;4.1963165554;22.032718413;19.852298896;320.06954598;87.090082815;No;12.815338042;87.052117264
Motley_Texas;4.1180088907;37.593984962;60.344827586;0;200.90101059;No;6.7415730337;82.840236686
Nacogdoches_Texas;5.5448587427;32.533438238;9.5735951129;290.91848206;66.528117285;Yes;18.92005023;79.537198489
Navarro_Texas;4.5510380184;38.942307692;10.098303897;353.95965713;87.26941848;Yes;16.938483548;80.759685996
